gen_vendor_normalized,total_entries,total_contracts,total_amendments
TST OVERLAND EXPRESS,23,23,0
JOHN HOWARD SOCIETY OF NEWFOUNDLAND AND LABRADOR THE,23,12,11
TRICOTS DEVINO,23,20,3
NORTH SHORE INVESTIGATION SERVICES,23,22,1
STANLEY SECURITY SOLUTIONS,23,22,1
FINDLAY FOODS,23,23,0
BAYSHORE HEALTHCARE,23,13,10
BUANDERIE BLANCHELLE LA,23,23,0
WOLSELEY MECHANCIAL GROUP,23,23,0
LES SPECIALISTES AVA,22,17,5
LEVITT SAFETY,22,22,0
GLENCASTLE SECURITY,22,19,3
EDMONTON JOHN HOWARD SOCIETY,22,7,15
NORTRAX CANADA,22,19,3
QUANTUM MANAGEMENT SERVICES,22,20,2
CHEVRON,22,18,4
ELITE TEXTILE TRADING,22,14,8
H K K INTERNATIONAL,22,18,4
JOSEPH ELIE,22,22,0
HOLSAG CANADA,22,18,4
TUBE WAY,21,21,0
BATTLEFIELD EQUIPMENT RENTALS,21,17,4
ST LEONARDS PLACE PEEL,21,11,10
PRAIRIE ARCTIC TRADES TRAINING CENTRE,21,17,4
CISTEL TECHNOLOGY,21,10,11
IBM CANADA,21,14,7
AERO PLASTICS,20,19,1
CONFECTIONS CARLO SAVO,20,19,1
COLUMBIA FUELS,20,20,0
ST LEONARDS SOCIETY HAMILTON,20,9,11
LYSAIR,20,19,1
SWS DETENTION GROUP,20,19,1
BIOVAC SYSTEM,20,17,3
ECONO LUMBER,20,19,1
GFS PRAIRIES,20,20,0
LESAGE DAVID DR,20,13,7
HOULE ELECTRIC,20,18,2
NISHA TECHONOLOGIES,20,16,4
HEWITT RENTALS,20,17,3
PENNER OIL,19,19,0
JEFFREY G WALLANS CONSTRUCTION,19,15,4
EAST LAKE WELDING,19,19,0
IDEAL QUILTING,19,19,0
GORDON FOOD SERVICE,19,19,0
POULIN ELECTRIQUE,19,17,2
MAYER PAETZ,19,19,0
JOHN HOWARD SOCIETY SAINT JOHN BRANCH,19,7,12
COUVERTURE MONTREAL NORD,19,19,0
HOUSE OF HOPE,19,7,12
DR ALAN BEAUMONT,18,7,11
ISOLATION ALERTE,18,18,0
GLENCAIRN EDUCATIONAL SERVICES,18,6,12
SERVICES ASTECH ENR,18,16,2
WAJAX EQUIPMENT,18,18,0
CRC L ARC EN SOI,18,7,11
SEVEN SOUTH STREET TREATMENT CENTRE,18,7,11
MAISON JOINS TOI,18,6,12
PLOMBERIE GOYER,18,16,2
FINE COTTON FACTORY,18,16,2
CONSTRUCTIONS BLH,17,15,2
GRIFFITHS CONSTRUCTION,17,17,0
ADAPT PHARMA CANADA,17,11,6
