gen_vendor_normalized,total_entries,total_contracts,total_amendments
SENSUS COMMUNICATION SOLUTIONS,39,33,6
CANON,39,29,10
DELOITTE AND TOUCHE,37,24,13
IRON MOUNTAIN CANADA OPERATIONS,37,31,6
SAS INSTITUTE,36,31,5
THE AIM GROUP,36,14,22
FAST FORWARD FRENCH,35,25,10
3 D DATACOMM,35,32,3
SI SYSTEMS,34,19,15
NORTHWESTEL,33,24,9
THE HERJAVEC GROUP,33,23,10
XEROX,33,18,15
PROMAXIS,33,16,17
MANPOWER SERVICES CANADA,32,15,17
RANDSTAD,32,16,16
CALIAN,32,24,8
OPTIV CANADA FEDERAL,31,31,0
TURTLE TECHNOLOGIES,31,11,20
CISCO,31,25,6
ANIXTER CANADA,31,29,2
PRINTERS PLUS,29,20,9
DILIGENS,29,21,8
NWD SYSTEMS MONTREAL LES,29,24,5
1019837 ONTARIO,29,16,13
ABI ADVANCED BUSINESS INTERIORS,29,28,1
SYMANTEC,29,19,10
THE CANADIAN CORPS OF,28,25,3
QMR,28,21,7
MICHAEL WAGER CONSULTING,27,16,11
INSIGHT SOFTWARE CANADA,27,25,2
PHASELOCK SYSTEMS INTERNATIONAL,27,22,5
SASKTEL,27,14,13
DLS TECHNOLOGY,27,23,4
CGI,26,12,14
SAP,25,19,6
POTENCIA TECHNOLOGIES,25,20,5
WILLS TRANSFER,25,21,4
QUANTUM MANAGEMENT SERVICES,25,17,8
DT SECURE TECHNOLOGIES,24,18,6
THE CORPORATE EXECUTIVE BOARD,24,23,1
CISTEL TECHNOLOGY,24,15,9
CORADIX TECHNOLOGY CONSULTING,24,12,12
529040 ONTARIO AND 880382,23,13,10
UNISYS CANADA,23,11,12
NOVA NETWORKS,22,18,4
NAVPOINT CONSULTING GROUP,22,9,13
BLACKBERRY,22,19,3
FOXWISE TECHNOLOGIES,21,15,6
INMARSAT SOLUTIONS,21,6,15
MISHKUMI TECHNOLOGIES,20,16,4
3755479 CANADA,20,11,9
TREND MICRO CANADA TECHNOLOGIES,20,15,5
DONNA CONA,19,14,5
FAST TRACK STAFFING,19,16,3
LAURENTIAN TECHNOLOGIES,19,19,0
BDO CANADA,19,12,7
AVOTUS,19,15,4
HAWORTH,19,15,4
EVALUATION PERSONNEL SELECTION,19,15,4
GIBRALTAR SOLUTIONS,18,13,5
COMMVAULT SYSTEMS,18,8,10
GENERAL DYNAMICS,18,17,1
LUMINA IT,18,10,8
TUC MANAGED IT SOLUTIONS,18,15,3
LABOR TEK PERSONNEL SERVICES,18,10,8
SOLOTECH QUEBEC,18,16,2
MESSA COMPUTING,18,12,6
TIREE,17,8,9
DOLOMITE NETWORKS,17,7,10
INLAND AUDIO VISUAL,17,16,1
SAMSON ASSOCIES CPA,17,10,7
MAXSYS ENGINEERING SOLUTIONS,17,12,5
ENTERPRISE RENT A CAR CANADA,17,13,4
EASTLINK,16,11,5
6222382 CANADA,16,16,0
METOCEAN TELEMATICS,15,4,11
GRAYBAR CANADA,15,14,1
BROOKFIELD ASSET MANAGEMENT,15,15,0
CARON PROFESSIONAL LINGUISTIC,15,12,3
MODIS CANADA,14,5,9
EAGLE PROFESSIONAL RESOURCES,14,4,10
SYNCSORT,14,9,5
SUDDEN SERVICE TECHNOLOGIES,14,8,6
QUEST SOFTWARE CANADA,14,12,2
ARDICOM DIGITAL COMMUNICATIONS,14,9,5
COMPUTER TALK TECHNOLOGY,13,10,3
EATON INDUSTRIES CANADA COMPANY,13,13,0
TAG HR THE ASSOCIATES GROUP,13,8,5
EATON POWER QUALITY COMPANY,13,8,5
FORRESTER RESEARCH,13,11,2
THE HALIFAX GROUP,13,7,6
DASCO STORAGE SOLUTIONS,13,13,0
LEVI RAY SHOUP,13,5,8
HORIZANT,13,12,1
MDOS CONSULTING,13,6,7
SOFTWARE ENGINEERING OF AMERICA,13,11,2
CONTRACT COMMUNITY,13,5,8
IRON MOUNTAIN CANADA,13,10,3
IAN MARTIN,13,7,6
1092009 ONTARIO,13,6,7
COMPUWARE OF CANADA,12,9,3
PRISM DATA SERVICES,12,7,5
MAGOR COMMUNICATIONS,12,9,3
INNOVATION DATA PROCESSING,12,10,2
BRAGG COMMUNICATIONS,12,5,7
PROLOGIC SYSTEMS,12,6,6
INTERACTIVE AUDIO VISUAL,12,11,1
OPENTEXT,12,10,2
THALES,12,10,2
ACTION PERSONNEL OF OTTAWA HULL,12,6,6
EVISION,12,6,6
BELL AND HOWELL CANADA,12,7,5
METAFORE TECHNOLOGIES,12,10,2
CHANNEL MANAGEMENT INTERNATIONAL,12,11,1
PURESPIRIT SOLUTIONS,12,12,0
L PAUL FRECHETTE CONSULTING,12,9,3
OUTCOM SYSTEMS,12,10,2
MVS SOLUTIONS,12,4,8
