gen_vendor_normalized,total_entries,total_contracts,total_amendments
RICHARD ZIER VOGEL DR,2,2,0
SANOFI PASTEUR,2,2,0
RASHMIN BHAGVANBHAI CHAUDHARI,2,2,0
QUINTET CONSULTING,2,2,0
RAYMOND CHABOT GRANT THORNTON,2,2,0
3D DATACOMM,2,2,0
RFP SOLUTIONS,2,2,0
SENSORYBOUND COUNSELLING,2,2,0
PLEIAD CANADA,2,2,0
BKH SOLUTIONS CONSULTING,2,2,0
ORANGUTECH,2,2,0
DYNAMIC PERSONNEL,2,2,0
ACCESSDATA,2,2,0
ONCIDIUM AND BOWCURVE,2,2,0
ONX ENTERPRISE SOLUTIONS,2,2,0
OPENFRAME TECHNOLOGIES,2,1,1
DR BRUCE VICTOR FREEMAN DENTISTRY,2,1,1
MEREDITH BROWNLEE,2,1,1
DOGYEONG LEE,2,2,0
MICHAEL PERLEY DR,2,1,1
DEREK JAY JORGENSON DR,2,1,1
LORETTA M MCCONNELL,2,2,0
LRO STAFFING,2,1,1
MANPOWER CORE,2,1,1
KUNAL MINHAS DR,2,1,1
DAVID HO DR,2,2,0
KPMG,2,2,0
ALLIANCE FRANCAISE DE MONCTON,2,2,0
KNOWLEDGE CIRCLE LEARNING,2,2,0
KOUROSH BABAZADEH DR,2,2,0
LARSON COUNSELLING,2,2,0
MNP,2,2,0
PROMAXIS,2,2,0
JAMES DUNN,2,2,0
KAREN SEDOR DENTAL,2,2,0
JAPAN BCG LABORATORY,2,2,0
CREATIVE COUNSELLING AND SUPPORT,2,2,0
JACK CARR,2,2,0
JEFFREY BRESLER,2,2,0
BAIAME TECHNOLOGY AND,2,1,1
KRUEGER DECOR,2,1,1
CORPORATE FURNITURE GROUP,2,2,0
ISABELLA BOTHADR DENTAL,2,2,0
IRON MOUNTAIN CANADA,2,2,0
ISHMAEL BRUCEDR,2,2,0
JOHN ARNOLD DR,2,2,0
HOWARD ZACHARIAS DR,2,1,1
HILL KNOWLTON CANADA,2,2,0
HEEL YOUR SOLE FOOT CARE,2,2,0
HBI OFFICE PLUS,2,2,0
HENRY REDHEAD DR,2,2,0
COMPUCOM CANADA,2,2,0
GRAND TOY,2,2,0
INTEGRA NETWORKS,2,2,0
GARTNER,2,2,0
FRANCOIS LAVOIE,2,2,0
GENERAL MOTORS,2,2,0
FIRST PEOPLES GROUP,2,1,1
CLARKE ALLAN,2,1,1
FISHER SCIENTIFIC COMPANY,2,2,0
FERENCE COMPANY CONSULTING,2,2,0
AGFA HEALTHCARE T43512C,2,2,0
FERNO CANADA,2,2,0
GOLD BUSINESS SOLUTIONS,2,2,0
PETER ZED,2,1,1
CHRISTIE INNOMED,2,2,0
FAST FORWARD FRENCH,2,2,0
CHERYL CYR,2,2,0
EPSI,2,2,0
CHARLES BELL REAL ESTATE APPRAISAL,2,2,0
1007079 BC DOING BUSINESS AS,2,2,0
KAIROS COUNSELLING SERVICES,2,2,0
ENNS RON,2,2,0
CENTRE FOR THE STUDY,1,1,0
CENTRE DE LANGUES INTERNATIONALES,1,1,0
