gen_vendor_normalized,total_entries,total_contracts,total_amendments
LMB LES SYSTEMES ET SERVICES,4,4,0
DOCUCOM DIGITAL,4,3,1
ELEMENTAL DATA COLLECTION,4,4,0
NAUTSA MAWT TRIBAL COUNCIL,4,3,1
TAG HR,4,4,0
TES CONTRACT SERVICES,4,3,1
L3 COMMUNICATIONS,4,3,1
KPMG,4,3,1
LABORTEK PERSONNEL SERVICES,4,3,1
CORADIX TECHNOLOGY CONSULTING,4,4,0
ITEX,4,4,0
INTELLIGENCE RESEARCH,4,2,2
COGNIVA INFORMATION SOLUTIONS,4,4,0
SITE INTELLIGENCE GROUP,4,3,1
CNW GROUP,4,4,0
INSTITUTE ON GOVERNANCE,4,4,0
INFOMART A DIVISION OF POSTMEDIA,4,4,0
RAWSON GROUP INITIATIVES,3,3,0
BESPOKE EVENTS,3,3,0
RAYENE BOUZITOUN,3,1,2
HOOTSUITE MEDIA,3,1,2
HORIZANT,3,3,0
RAQUEL GARBERS,3,2,1
RAYMOND CHABOT GRANT THORNTON,3,2,1
PUROLATOR COURIER,3,3,0
QUANTUM MANAGEMENT SERVICES,3,2,1
BDMK CONSULTANTS,3,2,1
GOVERNMENT PROCUREMENT,3,3,0
RHEA,3,2,1
GILMOR ASSOCIATES,3,3,0
GENESIS INTEGRATION,3,3,0
POSTMEDIA NETWORK,3,3,0
GARTNER,3,3,0
NOVA NETWORKS,3,2,1
FTI CONSULTING CANADA,3,2,1
AUSPICE SAFETY,3,3,0
FMC PROFESSIONALS,3,3,0
AEPOS TECHNOLOGIES,3,1,2
CHANNEL MANAGEMENT INTERNATIONAL,3,3,0
FINANCIAL TIMES,3,3,0
OPENTEXT,3,3,0
FAST TRACK STAFFING,3,2,1
ASSOCIATION FOR CANADIAN STUDIES,3,3,0
EUGENE POLISTUK,3,3,0
FAWCETT FILE AND STORAGE,3,3,0
MULTISHRED,3,3,0
EQUIFAX CANADA,3,3,0
CBI WORKPLACE SOLUTIONS,3,3,0
ADR OTTAWA,3,3,0
MINDWELL U TRAINING,3,3,0
MCSS INTERNATIONAL,3,3,0
EUGENE LEON OSCAPELLA,3,1,2
EMERSON SERVICES,3,3,0
ECLIPSYS SOLUTIONS,3,3,0
CARGOLUTION,3,3,0
MAXSYS,3,3,0
DYNAMEX CANADA,3,2,1
FRANCOIS OLIVIER PICARD,3,1,2
DUOSON MULTIMEDIA,3,3,0
DYNAMIX,3,3,0
