gen_vendor_normalized,total_entries,total_contracts,total_amendments
CHUBB EDWARDS,2,2,0
GILPIN ROBINSON,2,2,0
GLOBAL ENTREPRISE TECHNOLOGIES,2,1,1
I2,2,2,0
THE STRATEGIC REVIEW GROUP,2,1,1
INTEGRATED LEARNING INTERNATIONAL,2,2,0
INTERFACE STRATEGIES ISI,2,1,1
THISTLE PRINTING,2,2,0
CEV,2,2,0
JEAN GUY FLEURY,2,1,1
KNOWLEDGE CIRCLE,2,2,0
LEARNING TREE INTERNATIONAL,2,2,0
LPR GLOBAL,2,2,0
175564 CANADA,2,2,0
MESSAGING ARCHITECTS,2,1,1
MISHKUMI TECHNOLOGIES,2,2,0
NALY MANAGEMENT CONSULTING,2,2,0
NATTIQ,2,1,1
NCR ASSOCIATES,2,2,0
NIGHTHAWK TECHNOLOGIES,2,1,1
CANADIAN POLICE KNOWLEDGE NETWORK,2,2,0
BURTON GROUP,2,2,0
BRINKS,2,2,0
OTTAWA BUSINESS IINTERIORS OBI,2,2,0
PATHFINDERS SYSTEMS DESIGN,2,2,0
PHOENIX STRATEGIC PERSPECTIVES,2,2,0
BRAILLE JYMICO,2,1,1
POINT PAR POINT,2,1,1
PRINCE GEORGE HOTEL,2,2,0
B D M K CONSULTANTS,2,2,0
PRIVASOFT,2,1,1
QUANTUM MANAGEMENT SERVICES,2,1,1
ARI FINANCIAL SERVICE,2,2,0
SAMSON ASSOCIES ASSOCIATES,2,2,0
SAP,2,2,0
ANPER MANAGEMENT CONSULTANTS,2,1,1
SERVA,2,2,0
AMS IMAGING,2,2,0
AMPRAX,2,2,0
STEELCASE CANADA,2,2,0
STRATEGIES A JOLICOEUR,2,2,0
SUPER SHRED,2,1,1
AJILON,2,2,0
AFSC,2,1,1
WILLS TRANSFER,2,1,1
TECHNO LOGIC CANADA,2,2,0
TERAMACH TECHNOLOGIES,2,1,1
THE AIM GROUP,2,1,1
THE CCI LEADERSHIP INSTITUTE,2,2,0
CSDC SYSTEMS,2,1,1
THE CONFERENCE BOARD OF CANADA,2,2,0
DARE HUMAN RESOURCES,2,2,0
DASCO DATA PRODUCTS,2,2,0
DELL COMPUTER,2,2,0
DEVLIN ASSOCIATES CANADA,2,2,0
COPEM CONSULTING,2,2,0
ACCURATE DESIGN COMMS,2,2,0
LOWE MARTIN COMPANY,1,1,0
THE AESHNA PROJECT,1,1,0
MANAGEMENT DESIGN CANADA,1,1,0
CENTRE LINGUISTIQUE EQUINOX,1,1,0
SHERATON LAVAL,1,1,0
MCO BUSINESS GROUP,1,1,0
DELTA PRINTING,1,1,0
CENTRE DE PHYSIOTHERAPIE ET,1,1,0
CDMS TECHNOLOGY GROUP,1,1,0
SHI CANADA SLSA,1,1,0
MOBILSHRED RECALL,1,1,0
CBCI TELECOMCOM,1,1,0
CARON TRAINING CENTRE,1,1,0
VISTEK,1,1,0
DELTA QUEBEC,1,1,0
NANOPTIX,1,1,0
CAPITAL STAMP,1,1,0
ALPHA POLY BAG,1,1,0
NAV CANADA,1,1,0
SOFTCHOICE,1,1,0
ALGONQUIN COLLEGE,1,1,0
SOUTHWEST BINDINGS,1,1,0
BUSINESS MODEL FULCRUM,1,1,0
NORTH SHORE INVESTIGATION SERVICES,1,1,0
NOVALYS,1,1,0
SPACESAVER MOBILE STORAGE,1,1,0
SPI CONSULTANTS,1,1,0
OPTI TECH SCIENTIFIC,1,1,0
BRC BUSINESS ENTREPRISES,1,1,0
SPIRIT STAFFING,1,1,0
OTTAWA BUSINESS INTERIORS OBI,1,1,0
DRADER MANUFACTURING INDUSTRIES,1,1,0
PDG GROUP CANADA,1,1,0
PDG PEOPLE DEVELOPMENT GLOBAL,1,1,0
PHOENIC STRATEGIC PERSPECTIVES,1,1,0
PHOENIX STRATEGIC PERPECTIVES,1,1,0
DLT SOLUTIONS CANADA SLSA,1,1,0
