gen_vendor_normalized,total_entries,total_contracts,total_amendments
LE GROUPE GESFOR POIRIER PINCHIN,94,60,34
DEXTER CONSTRUCTION,93,44,49
PRICEWATERHOUSE COOPERS,92,62,30
SCHOELER HEATON ARCHITECTS,90,39,51
ECOLE DE LANGUES ABCE ABCE,87,73,14
TIREE,87,64,23
BLUMETRIC ENVIRONMENTAL,87,58,29
SENES CONSULTANTS,87,76,11
QMR,86,61,25
RR AUTOMATION,86,71,15
CIMA CANADA,86,50,36
COASTAL RESTORATION MASONRY,85,71,14
BERVIN CONSTRUCTION,85,32,53
KWC ARCHITECTS,84,43,41
EUROSCRIPT CANADA,84,60,24
SIGN LANGUAGE INTERPRETING,83,63,20
PAGEAUMOREL ASSOCIES,83,41,42
175213 CANADA,82,41,41
CSF,82,58,24
ANAGRAMME,81,53,28
KNOWLEDGE CIRCLE LEARNING SERVICES,81,69,12
TETRA TECH QI,81,45,36
168012 CANADA,81,74,7
EBA ENGINEERING CONSULTANTS,81,54,27
CHASE OFFICE INTERIORS,80,74,6
THE CANADIAN CORPS OF,80,70,10
3852946 CANADA,80,51,29
JOE PARSONS CONSTRUCTION,80,69,11
DARE HUMAN RESOURCES,79,50,29
GRAND TOY,79,74,5
FVB ENERGY,78,59,19
WEDLER ENGINEERING,77,40,37
DECOMMISSIONING CONSULTING,76,68,8
DIALOG ONTARIO,76,38,38
SHM CANADA CONSULTING,76,47,29
KONICA MINOLTA BUSINESS SOLUTIONS,76,38,38
AMEC EARTH ENVIRONMENTAL,75,59,16
THE 500 STAFFING,74,45,29
TAG HR THE ASSOCIATES GROUP,74,56,18
TECHNOREM,74,37,37
NORR,74,29,45
NADINE INTERNATIONAL,73,54,19
SAMSON ASSOCIAS CPA,73,54,19
MCNOLTY MECHANICAL,73,69,4
QUANTUM MANAGEMENT SERVICES,72,54,18
EXACT LEGAL TRANSLATIONS,72,52,20
PROLOGIC SYSTEMS,72,46,26
APPLIED ELECTONICS,72,42,30
MOTS A TOUT,71,62,9
SOFTCHOICE,71,61,10
CONSTRUCTION CITADELLE,71,68,3
MAROIS ELECTRIQUE 1980,71,49,22
BOUTHILLETTE PARIZEAU,70,35,35
WINTRANSLATION,70,59,11
BDO CANADA,70,49,21
DELOITTE AND TOUCHE,70,54,16
FUNDY CONTRACTORS,70,55,15
GRAHAM CONSTRUCTION,69,14,55
CLEANMATTERS JANITORIAL SERVICES,69,31,38
FC ONEILL SCRIVEN AND ASSOCS,69,50,19
NATIONS CONSTRUCTION AND,69,55,14
SAP,68,42,26
TRADUCTION TRANS IT,68,31,37
ALLSEATING,67,66,1
FLOYDS CONSTRUCTION,66,45,21
ARI FINANCIAL SERVICES,66,53,13
GAUDETTES TRANSIT MIX,66,34,32
CWMM CONSULTING ENGINEERS,66,40,26
BAXTEC MANAGEMENT,66,42,24
CRANDALL ENGINEERING,65,32,33
PPI CONSULTING,65,29,36
TITANIUM CONSTRUCTION,64,44,20
CJB ENVIRONNEMENT,64,50,14
ELITE ENVIRONMENTAL GROUP,64,62,2
GRAND CALUMET CONSTRUCTION,63,59,4
3261620 CANADA OP CENTRE DE,63,54,9
LABOR TEK PERSONNEL SERVICES,63,46,17
KPMG,63,48,15
NISHA TECHONOLOGIES,62,57,5
THE MASHA KRUPP TRANSLATION GROUP,62,37,25
NUMBER TEN ARCHITECTURAL GROUP,62,31,31
3469051 CANADA,61,52,9
3354709 CANADA,61,59,2
CAPITAL FIRE PROTECTION,61,51,10
PROSCI CANADA,61,52,9
ASSOCIATED ENGINEERING ALBERTA,61,24,37
ATLANTIC BUSINESS INTERIORS,61,59,2
SMITH CARTER ARCHITECTS AND,61,28,33
