gen_vendor_normalized,total_entries,total_contracts,total_amendments
ANET SOLUTIONS,4,4,0
ROBERT HALF OF CANADA,4,4,0
QUIRC QUALITATIVE INSIGHTS,4,2,2
PRICEWATERHOUSE COOPERS,4,3,1
PERFORMANCE MANAGEMENT NETWORK,4,3,1
3755479 CANADA MAXSYS PROFESSIONALS AND SOLUTIONS,4,4,0
OPROMA,4,2,2
NEWFOUND RECRUITING,4,2,2
CAPITAL OFFICE INTERIORS,4,3,1
MAXSYS STAFFING CONSULTING,4,3,1
TETRAD COMPUTER APPLICATIONS,4,3,1
3852946 CANADA,3,3,0
BP M GOVERNMENT IM IT,3,3,0
BELL CANADA,3,2,1
MDOS CONSULTING,3,1,2
BBG MANAGEMENT,3,2,1
DESIGN 2000 COMMUNICATIONS,3,2,1
GOSS GILROY,3,3,0
ARTOPEX PLUS,3,3,0
SAMSON ASSOCIATES CONSULTING,3,2,1
LES TECHNOLOGIES STAY,3,1,2
CNW GROUP,3,2,1
3005526 CANADA,3,1,2
ADVANCED CHIPPEWA TECHNOLOGIES,3,3,0
COMPUTER MEDIA GROUP THE,3,3,0
HYPERTEC,3,3,0
JACINTHE CHARBONNEAU,3,1,2
ADRM TECHNOLOGY CONSULTING,3,1,2
7792395 CANADA,3,3,0
DYNAMIC PERSONNEL CONSULTANTS,3,2,1
COPEM CONSULTING,3,2,1
DONNA CONA,3,2,1
GLOBAL UPHOLSTERY COMPANY,3,3,0
SPIRIT PERSONNEL,3,2,1
GOLDER ASSOCIATES,3,2,1
WATERSHED INFORMATION TECHNOLOGY,3,3,0
CANADIAN PRESS THE,3,2,1
1092009 ONTARIO,2,2,0
2313 7292 QUEBEC,2,2,0
3135551 CANADA,2,2,0
ALGONQUIN COLLEGE,2,2,0
ALLSEATING,2,2,0
ARUP CANADA,2,1,1
BRC BUSINESS ENTERPRISES,2,2,0
CANADIAN COUNCIL FOR PUBLIC PRIVATE PARTNERSHIPS,2,1,1
CANSEL SURVEY EQUIPMENT,2,2,0
CEGEP MARIE VICTORIN,2,2,0
CISTEL TECHNOLOGY,2,2,0
CLA PERSONNEL,2,2,0
CONSEIL GG,2,1,1
CONTRACT FURNITURE SOURCE,2,2,0
CSDC SYSTEMS,2,2,0
DALIAN ENTERPRISES,2,1,1
DMTI SPATIAL,2,2,0
EBSCO CANADA,2,1,1
ECOLE DE LANGUES NOUVEL ESPOIR,2,1,1
ECON,2,1,1
EVALUATION PERSONNEL SELECTION,2,2,0
EVALUATION PERSONNEL SELECTION INTERNATIONAL,2,1,1
FLEMING COMMUNICATIONS,2,2,0
FMC PROFESSIONALS,2,1,1
GASTON LANGLOIS,2,1,1
G H JOHNSONS,2,1,1
LABO S M GROUPE ABS,2,1,1
LANDSDOWNE TECHNOLOGIES,2,1,1
LANNICK CONTRACT SOLUTIONS,2,2,0
LUMINA IT,2,2,0
OLAV CONSULTING,2,1,1
ORBIS RISK CONSULTING,2,2,0
PORTAGE PERSONNEL,2,2,0
PREVOST FORTIN DAOUST,2,1,1
PRINTERS PLUS,2,2,0
PRIVACY IN DESIGN,2,1,1
PROTAK CONSULTING GROUP,2,2,0
PUBLICOM INFORMATIQUE,2,2,0
SERGE PISAPIA EXPERT CONSEIL,2,1,1
SHERI L HORD,2,2,0
SHI CANADA,2,2,0
SI SYSTEMS,2,1,1
TAG HR THE ASSOCIATES GROUP,2,2,0
TEKSYSTEMS CANADA,2,2,0
TOTEM OFFISOURCE,2,2,0
TOUCHSTONE SOLUTIONS,2,2,0
TOYOTA CANADA,2,2,0
TRM TECHNOLOGIES,2,1,1
UNIVERSITY OF OTTAWA,2,2,0
VELO QUEBEC ASSOCIATION,2,2,0
WALTER ZUBRYCKY,2,2,0
WOLTERS KLUWER,2,2,0
WORKPLACE SAFETY PREVENTION,2,2,0
YU CENTRIK,2,2,0
IBI GROUP,1,1,0
CRAIG STEENBURGH AND ASSOCIATES,1,1,0
ICF CONSULTING CANADA,1,1,0
IFATHOM,1,1,0
IMPRIMERIE DOLBEAU,1,1,0
INFORMATION AND COMMUNICATIONS TECHNOLOGY COUNCIL OF CANADA,1,1,0
CPCS TRANSCOM,1,1,0
INGENIUM COMMUNICATIONS,1,1,0
INSCAPE,1,1,0
COSSETTE COMMUNICATIONS,1,1,0
INSTITUTE ON GOVERNANCE THE,1,1,0
INTERGAGE CONSULTING GROUP,1,1,0
INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT,1,1,0
IPSOS REID,1,1,0
IRON MOUNTAIN CANADA OPERATIONS,1,1,0
CONVERSART CONSULTING,1,1,0
IT SERVICES CANADA,1,1,0
CONSTRUCTION KIEWIT CIE,1,1,0
JANET LEBLANC ASSOCIATES,1,1,0
JANIQUE F SIMARD OUELLETTE,1,1,0
COMPOSITION ORLACANS,1,1,0
K2 GEOSPACIAL,1,1,0
K2 GEOSPATIAL,1,1,0
KELLY SEARS CONSULTING GROUP,1,1,0
KIEWIT CANADA DEVELOPMENT,1,1,0
KORN FERRY HAY GROUP,1,1,0
COFOMO,1,1,0
KRUG,1,1,0
LABO S M GROUP ABS EN CONSORTIUM,1,1,0
THE RIGHT DOOR CONSULTING SOLUTIONS,1,1,0
LANDMARK DECISIONS,1,1,0
TLC TRANSFORMATIONAL LEADERSHIP,1,1,0
TLC TRANSFORMATIONAL LEADERSHIP CONSULTANTS,1,1,0
LARIMAR STRATEGIES,1,1,0
LEADON OTTAWA OPERATIONS,1,1,0
LEAN ADVISORS CANADA,1,1,0
LEAN AGILITY,1,1,0
LES GRANDS FORMATS PAZAZZ,1,1,0
LES TECHNOLOGIES STA,1,1,0
CLOSEREACH,1,1,0
LISA CORMIER,1,1,0
LORD REALTY PARTNERSHIP,1,1,0
WSP,1,1,0
LYNDA NAVEDA CONSULTING,1,1,0
LYNNEA DUNCAN,1,1,0
MACQUARIE CAPITAL PRINCIPAL,1,1,0
MADELEINE DUFORD,1,1,0
MANIFEST COMMUNICATIONS,1,1,0
MAPLESOFT CONSULTING,1,1,0
MARILYN THERIAULT,1,1,0
MARKETWIRE,1,1,0
CITY AND COUNTY OF DENVER,1,1,0
MARK R GILBERT,1,1,0
MARTENS CONSULTING SERVICES,1,1,0
